,ymd,hour,data_source,sum(total_bytes)
672,2019-04-11,2,pyviz,274885
673,2018-11-19,15,anaconda,924594936325
674,2018-01-21,2,conda-forge,65347582
675,2017-04-26,6,bioconda,3207710
676,2018-03-01,7,anaconda,584815321919
677,2019-05-08,12,conda-forge,336536598746
678,2019-03-05,20,bioconda,82692930
679,2018-12-24,9,anaconda,692026944151
680,2018-12-02,18,anaconda,550484194871
681,2017-05-06,7,bioconda,642570
682,2018-07-14,13,pyviz,4549
683,2018-03-10,2,bioconda,1912823
684,2018-10-21,6,conda-forge,232553720
685,2018-09-06,15,anaconda,831606730349
686,2018-05-16,6,anaconda,559289937876
687,2019-02-11,21,conda-forge,250042173339
688,2017-11-06,23,anaconda,383407179761
689,2017-08-02,2,conda-forge,52558922
690,2018-04-27,2,conda-forge,169615320
691,2018-07-31,10,anaconda,752166643205
692,2017-10-05,13,anaconda,437164497318
693,2018-10-12,1,anaconda,611445902309
694,2017-01-28,12,anaconda,95759898223
695,2019-03-24,14,bioconda,2518312
696,2018-12-15,6,pyviz,65664
697,2018-04-02,1,conda-forge,84192551
698,2018-12-13,3,bioconda,12622927
699,2017-09-23,6,bioconda,921708
700,2019-08-11,15,anaconda,507794771906
701,2017-09-02,11,anaconda,130744213197
702,2018-12-18,3,pyviz,50809
703,2018-01-25,20,bioconda,4528612
704,2017-05-30,18,anaconda,322260323644
705,2017-03-30,18,anaconda,347150813456
706,2017-04-02,13,anaconda,111511712015
707,2019-05-16,23,bioconda,7905460016
708,2019-07-05,11,anaconda,1319018243698
709,2017-08-28,4,bioconda,1849717
710,2019-08-11,6,conda-forge,105369332558
711,2018-03-18,12,conda-forge,52812521
712,2018-06-01,1,bioconda,2779042
713,2019-07-16,12,conda-forge,342370551262
714,2019-06-30,8,anaconda,547315347596
715,2019-01-10,16,pyviz,332119
716,2017-11-24,19,anaconda,199070043626
717,2019-02-21,20,conda-forge,272607751097
718,2018-05-28,1,conda-forge,64195379
719,2018-07-03,18,bioconda,7379931
720,2019-04-19,7,anaconda,1245502627237
721,2019-07-31,17,pyviz,1306289
722,2019-07-13,23,bioconda,746307538
723,2017-12-17,7,bioconda,536776
724,2018-02-09,11,anaconda,383576223370
725,2017-05-19,23,anaconda,199206990645
726,2018-01-11,20,conda-forge,151097701
727,2018-07-16,6,conda-forge,186674342
728,2018-10-02,14,anaconda,1043955082357
729,2018-09-28,9,bioconda,10443898
730,2018-08-19,8,pyviz,13995
731,2019-06-03,23,bioconda,3959200717
732,2017-01-21,5,anaconda,99578306840
733,2018-07-10,9,bioconda,4188337
734,2018-06-29,13,pyviz,13959
735,2019-01-05,0,bioconda,61470765
736,2017-05-29,11,bioconda,8611342
737,2018-09-04,4,conda-forge,135336025
738,2017-08-01,20,bioconda,6277465
739,2017-08-24,0,conda-forge,94601456
740,2019-05-17,5,pyviz,269034
741,2018-10-04,16,bioconda,11016325
742,2018-05-03,7,pyviz,277450
743,2017-12-20,10,bioconda,5132625
744,2018-08-01,17,bioconda,5214430
745,2019-01-18,4,conda-forge,170538874971
746,2019-02-08,1,anaconda,1005429918701
747,2018-03-01,18,bioconda,3872906
748,2018-02-09,18,bioconda,7914301
749,2018-05-20,6,anaconda,224482287593
750,2019-06-06,5,anaconda,1345841706277
751,2019-07-16,16,bioconda,10742046182
752,2018-05-02,19,bioconda,4474025
753,2018-04-27,12,conda-forge,224258140
754,2018-08-24,20,bioconda,5417066
755,2018-10-28,7,bioconda,1926226
756,2019-03-04,15,pyviz,650119
757,2018-07-29,6,anaconda,333328618075
758,2018-02-13,21,conda-forge,190796861
759,2018-08-03,0,bioconda,6043660
760,2019-01-03,7,pyviz,23553
761,2018-12-26,11,bioconda,3487532
762,2017-07-17,5,conda-forge,58686589
763,2019-07-28,13,bioconda,1702046325
764,2017-04-09,2,conda-forge,35086898
765,2018-06-19,6,bioconda,5682726
766,2018-11-05,6,pyviz,137774
767,2017-07-15,2,bioconda,368374
768,2018-10-30,15,bioconda,11676491
769,2018-07-08,16,conda-forge,99097065
770,2018-11-22,8,conda-forge,342846734
771,2017-05-18,11,conda-forge,45150553
772,2018-10-28,6,conda-forge,142836258
773,2018-04-18,23,anaconda,456269914670
774,2019-03-23,18,pyviz,356363
775,2018-10-18,3,conda-forge,321780230
776,2019-03-04,0,conda-forge,154638332491
777,2018-06-14,1,bioconda,3661275
778,2018-03-17,20,anaconda,351332910399
779,2018-05-18,0,bioconda,9402458
780,2018-07-31,1,pyviz,23099
781,2019-04-05,12,pyviz,272918
782,2018-08-17,6,conda-forge,251845181
783,2017-05-08,14,anaconda,365716586548
784,2018-11-16,0,pyviz,280985
785,2017-05-29,17,bioconda,4335219
786,2018-10-20,5,bioconda,3960393
787,2019-04-10,11,bioconda,15704259
788,2019-01-15,22,bioconda,14358991
789,2018-10-31,7,anaconda,879879789196
790,2019-03-03,17,bioconda,2649076
791,2016-11-25,18,anaconda,111736251702
792,2017-06-15,2,anaconda,198072329810
793,2019-03-19,16,conda-forge,309048635999
794,2018-01-21,5,conda-forge,59030632
795,2017-02-09,12,anaconda,196709362697
796,2019-04-22,10,pyviz,680291
797,2019-06-11,9,pyviz,531304
798,2019-01-18,9,anaconda,1133773896584
799,2019-04-05,11,anaconda,1121170948952
800,2018-08-01,1,bioconda,4715314
801,2016-11-17,8,anaconda,97279595668
802,2017-02-21,3,anaconda,182737185599
803,2017-05-26,5,bioconda,524769
804,2018-07-18,19,anaconda,824490127441
805,2019-06-29,2,conda-forge,154685942616
806,2019-04-07,17,anaconda,734871078622
807,2017-01-19,4,anaconda,151193637898
808,2017-10-30,18,conda-forge,133960057
809,2018-07-13,6,bioconda,2515664
810,2017-09-23,10,bioconda,2252406
811,2019-06-21,11,conda-forge,255436057089
812,2018-03-24,8,bioconda,1554705
813,2017-04-22,22,bioconda,284238
814,2019-05-27,9,conda-forge,225040111920
815,2018-05-10,16,bioconda,5802963
816,2019-01-28,13,pyviz,1223583
817,2017-07-22,19,conda-forge,41049547
818,2017-10-05,20,anaconda,387139782028
819,2018-04-16,23,bioconda,3433347
820,2018-12-28,15,conda-forge,84719700769
821,2017-06-30,22,anaconda,257672998681
822,2018-03-24,6,anaconda,218782904296
823,2017-12-18,0,anaconda,232171125974
824,2018-12-27,20,anaconda,655568726403
825,2018-02-15,21,bioconda,4231552
826,2019-06-28,12,bioconda,4511734717
827,2018-06-26,11,pyviz,168920
828,2018-11-15,8,conda-forge,306363050
829,2018-11-10,13,conda-forge,166856766
830,2018-02-17,14,conda-forge,50362829
831,2018-04-12,15,conda-forge,238020713
832,2019-01-09,18,bioconda,19350011
833,2018-12-03,23,anaconda,993788439964
834,2019-05-14,1,pyviz,289158
835,2017-08-02,19,anaconda,599335797521
836,2019-03-14,4,pyviz,91408
837,2018-06-05,22,anaconda,631220843525
838,2018-08-22,1,bioconda,9358565
839,2018-11-10,2,conda-forge,197012438
840,2018-10-13,0,bioconda,7042618
841,2019-04-07,22,conda-forge,83040900866
842,2018-07-02,23,anaconda,452399764495
843,2018-06-26,8,conda-forge,154713376
844,2017-09-20,8,anaconda,312894553674
845,2017-04-30,2,conda-forge,42836964
846,2019-04-10,12,pyviz,247356
847,2018-12-30,22,anaconda,426875293059
848,2018-04-18,12,conda-forge,172752434
849,2017-07-12,21,anaconda,273960086514
850,2017-07-12,2,bioconda,1837366
851,2017-05-28,19,bioconda,2385147
852,2019-03-12,16,pyviz,811115
853,2019-06-08,16,pyviz,202975
854,2018-06-01,20,conda-forge,173271968
855,2017-09-29,23,anaconda,328025504199
856,2016-10-30,3,anaconda,38223063143
857,2018-02-24,2,conda-forge,74059589
858,2019-07-04,7,conda-forge,251193700862
859,2017-08-11,5,anaconda,156525943261
860,2017-09-06,21,bioconda,7494201
861,2019-06-23,21,conda-forge,150996832163
862,2018-09-12,0,bioconda,3397782
863,2018-03-03,9,anaconda,341524863863
864,2018-01-14,0,anaconda,201438689596
865,2019-08-06,4,bioconda,3600071706
866,2018-10-09,16,conda-forge,366061193
867,2017-10-23,4,bioconda,2808064
868,2017-10-07,22,bioconda,141062
869,2018-06-26,9,anaconda,717624858013
870,2018-05-09,5,bioconda,2803976
871,2019-02-25,12,pyviz,126007
872,2018-10-23,17,bioconda,8816594
873,2019-05-08,17,conda-forge,370507728070
874,2019-06-02,12,pyviz,83492
875,2018-02-08,16,anaconda,526635376767
876,2017-09-04,15,bioconda,4979809
877,2018-06-08,1,pyviz,93602
878,2019-08-05,23,anaconda,752260007992
879,2019-04-27,8,bioconda,11920181
880,2017-08-31,21,conda-forge,87937347
881,2017-10-27,3,conda-forge,47800991
882,2019-05-27,14,pyviz,219943
883,2019-03-18,4,conda-forge,140491618913
884,2018-08-07,6,anaconda,653175859517
885,2018-04-15,17,pyviz,32141
886,2018-10-28,17,anaconda,696330675918
887,2017-06-26,13,anaconda,316932167346
888,2019-08-11,3,conda-forge,96848704176
889,2019-05-14,22,pyviz,174163
890,2019-01-29,0,pyviz,50265
891,2019-05-21,9,bioconda,17556858617
892,2018-03-18,1,anaconda,509062245865
893,2019-07-15,8,bioconda,10363422988
894,2019-01-30,2,anaconda,1429662709912
895,2018-05-26,4,conda-forge,90881483
896,2019-02-21,8,bioconda,13602022
897,2017-05-31,19,anaconda,343025105612
898,2019-08-09,22,anaconda,746839184644
899,2019-05-14,2,conda-forge,178748897491
900,2018-10-17,1,pyviz,279057
901,2019-02-04,19,conda-forge,282183831967
902,2017-05-31,8,conda-forge,44246117
903,2017-06-14,4,anaconda,170368584378
904,2017-12-16,10,anaconda,267931403672
905,2018-09-02,14,pyviz,164501
906,2019-07-06,21,bioconda,1105121163
907,2017-12-29,11,anaconda,389977257576
908,2017-06-22,21,conda-forge,61013373
909,2017-11-15,11,conda-forge,86163609
910,2018-03-24,18,pyviz,32412
911,2018-09-08,12,bioconda,1171145
912,2019-07-18,14,bioconda,13035329479
913,2018-01-03,23,conda-forge,74562721
914,2017-07-01,17,bioconda,352091
915,2018-06-15,0,bioconda,3434036
916,2018-07-08,4,anaconda,291387826993
917,2019-02-04,12,anaconda,1051412489038
918,2019-07-13,5,pyviz,47288
919,2017-02-20,13,anaconda,240456297661
920,2017-06-03,10,bioconda,2308779
921,2017-12-21,12,anaconda,282725729282
922,2018-06-16,6,bioconda,2541867
923,2018-04-07,15,anaconda,87466069794
924,2017-07-19,2,anaconda,204043560123
925,2017-07-23,4,conda-forge,20428503
926,2018-06-18,13,pyviz,18610
927,2018-04-19,9,conda-forge,172776714
928,2018-08-19,4,bioconda,7264021
929,2018-01-15,17,anaconda,384511017158
930,2017-10-06,15,bioconda,3755086
931,2017-11-22,6,conda-forge,63478608
932,2019-07-24,20,anaconda,1360450417324
933,2017-08-26,21,bioconda,4385772
934,2019-01-09,21,pyviz,201596
935,2019-07-28,0,anaconda,810949431596
936,2018-11-18,20,pyviz,41073
937,2018-02-18,15,pyviz,4735
938,2018-03-11,6,conda-forge,52193375
939,2018-07-15,23,conda-forge,75974467
940,2019-08-29,7,anaconda,981723600312
941,2017-09-18,21,bioconda,4259069
942,2019-09-01,8,conda-forge,202526929903
943,2018-01-25,15,anaconda,515469842110
944,2019-03-07,4,conda-forge,237098199247
945,2019-07-03,17,bioconda,11965371814
946,2018-06-06,13,anaconda,670877307770
947,2019-08-09,2,pyviz,6039
948,2017-08-09,17,anaconda,496288953909
949,2018-06-04,15,pyviz,27486
950,2017-12-18,0,conda-forge,58368504
951,2019-02-16,15,pyviz,32719
952,2017-08-18,3,conda-forge,61183170
953,2018-03-23,20,anaconda,346982563032
954,2018-05-10,21,bioconda,8717145
955,2017-11-02,8,bioconda,12605674
956,2018-12-24,0,bioconda,86987056
957,2018-08-27,13,pyviz,56196
958,2017-06-12,23,conda-forge,79993393
959,2018-03-17,4,conda-forge,52024669
960,2017-07-31,4,conda-forge,36850065
961,2019-07-28,20,bioconda,2987882759
962,2018-10-20,0,anaconda,608552670373
963,2019-07-22,19,pyviz,83079
964,2018-09-07,3,conda-forge,328049698
965,2018-08-16,3,conda-forge,254626187
966,2019-04-30,18,conda-forge,405427706371
967,2018-05-26,4,anaconda,316530086109
968,2019-08-28,2,anaconda,827761247177
969,2018-08-02,8,pyviz,27618
970,2019-06-02,21,pyviz,101903
971,2018-04-15,20,anaconda,274335839169
972,2017-04-14,19,bioconda,2609430
973,2018-07-06,7,anaconda,699096382632
974,2019-05-09,16,pyviz,816815
975,2017-12-05,6,conda-forge,63737081
976,2018-06-08,12,bioconda,5480161
977,2018-05-03,6,bioconda,2406858
978,2019-07-09,10,anaconda,1628861629940
979,2017-01-03,20,anaconda,148729822890
980,2018-07-12,17,conda-forge,229690785
981,2019-04-15,3,anaconda,947732893617
982,2018-11-11,9,conda-forge,118310421
983,2019-08-04,9,conda-forge,156657338653
984,2019-06-09,3,pyviz,330661
985,2019-08-21,17,pyviz,613676
986,2018-06-02,0,pyviz,41143
987,2018-07-14,7,pyviz,13635
988,2018-09-27,1,anaconda,793586942312
989,2017-07-08,23,bioconda,408290
990,2018-12-16,22,conda-forge,138322536345
991,2018-06-11,9,bioconda,8621273
992,2019-08-15,4,conda-forge,139376587545
993,2017-07-07,7,conda-forge,58095839
994,2017-08-23,17,anaconda,360618798123
995,2019-04-24,17,conda-forge,214088900541
996,2019-05-16,14,anaconda,1730367083985
997,2019-01-11,22,bioconda,5114520
998,2019-01-24,22,conda-forge,354361290775
999,2019-08-11,8,bioconda,2062210463
1000,2017-12-21,6,conda-forge,53119979
1001,2019-03-21,0,conda-forge,284430465997
1002,2017-04-27,12,anaconda,274321125765
1003,2017-03-07,0,anaconda,270975053372
1004,2018-10-12,2,pyviz,98361
1005,2019-06-23,15,conda-forge,141540665563
1006,2018-07-09,17,conda-forge,242973201
1007,2019-08-23,2,bioconda,8788245219
1008,2018-06-28,21,bioconda,5272760
1009,2019-06-25,3,bioconda,8150429857
1010,2019-07-05,6,anaconda,1290670879704
1011,2018-09-04,8,bioconda,4641664
1012,2018-11-26,0,anaconda,794893078440
1013,2019-04-29,19,bioconda,6734917203
1014,2018-10-02,8,pyviz,13871
1015,2019-02-21,7,conda-forge,140449094736
1016,2017-02-24,14,anaconda,246258878885
1017,2019-08-28,12,anaconda,1005345790729
1018,2017-07-17,2,anaconda,167966027094
1019,2016-12-12,2,anaconda,67543670840
1020,2017-11-01,15,anaconda,458780627677
1021,2018-01-23,9,bioconda,5012724
1022,2018-03-01,19,conda-forge,226259908
1023,2018-07-04,5,anaconda,471861589511
1024,2017-08-12,10,anaconda,175222749130
1025,2018-05-01,22,conda-forge,155052948
1026,2017-07-22,6,conda-forge,24269671
1027,2019-07-06,7,bioconda,2136655778
1028,2018-12-18,13,anaconda,1998624914453
1029,2018-01-08,15,anaconda,864640890826
1030,2018-07-14,0,pyviz,13803
1031,2017-06-25,2,conda-forge,20765296
1032,2019-07-06,9,bioconda,2269791652
1033,2019-04-14,11,anaconda,1043101664168
1034,2017-04-03,23,anaconda,215365351656
1035,2017-12-14,23,bioconda,4652036
1036,2017-08-30,10,bioconda,4237798
1037,2019-06-06,14,pyviz,865052
1038,2018-06-23,7,conda-forge,71239063
1039,2019-07-14,14,conda-forge,105093191627
1040,2016-11-29,1,anaconda,120728514929
1041,2019-01-07,16,anaconda,1177484711315
1042,2019-02-11,12,pyviz,315731
1043,2019-06-27,22,bioconda,45472357596
1044,2018-05-14,14,anaconda,728928610720
1045,2018-06-08,3,conda-forge,124220988
1046,2019-02-01,20,pyviz,330786
1047,2018-05-04,4,anaconda,338589378695
1048,2019-02-10,23,pyviz,68675
1049,2019-02-13,4,pyviz,72902
1050,2019-02-23,11,bioconda,2355756
1051,2019-07-26,15,anaconda,983962897787
1052,2018-11-07,3,bioconda,9773151
1053,2018-06-29,8,bioconda,4396411
1054,2019-01-08,3,anaconda,994726834537
1055,2018-03-10,18,bioconda,622066
1056,2019-08-08,2,conda-forge,141441209960
1057,2018-08-19,9,anaconda,361959503606
1058,2018-11-03,13,anaconda,478558564299
1059,2018-03-28,8,conda-forge,143155208
1060,2019-01-19,10,pyviz,59716
1061,2017-11-02,14,conda-forge,137016802
1062,2019-05-21,17,anaconda,1685032991392
1063,2019-02-13,14,anaconda,1498807028102
1064,2019-03-01,22,pyviz,91751
1065,2018-12-12,18,bioconda,14044269
1066,2019-08-08,9,bioconda,5100758468
1067,2018-05-20,6,bioconda,12232744
1068,2018-02-09,7,anaconda,488692982404
1069,2018-06-21,9,bioconda,11313841
1070,2016-12-21,23,anaconda,149460719441
1071,2017-11-13,2,anaconda,304848751245
1072,2019-03-16,0,conda-forge,256860330592
1073,2019-01-06,9,bioconda,9714740
1074,2017-11-23,18,bioconda,2429282
1075,2018-05-15,21,anaconda,610350616223
1076,2018-04-05,14,anaconda,184109731632
1077,2017-08-22,16,bioconda,14183949
1078,2019-01-03,4,conda-forge,95470637954
1079,2019-05-11,2,pyviz,267362
1080,2018-11-29,7,conda-forge,580995467
1081,2019-07-18,16,conda-forge,351800516746
1082,2017-06-27,5,conda-forge,26231391
1083,2019-02-22,4,conda-forge,138587587827
1084,2018-08-30,3,anaconda,688388707990
1085,2018-07-18,14,conda-forge,262571038
1086,2018-10-02,17,bioconda,7667957
1087,2018-01-09,2,conda-forge,66633400
1088,2017-08-08,14,anaconda,504070469517
1089,2019-04-04,19,conda-forge,224702371970
1090,2017-12-03,3,conda-forge,39544454
1091,2018-04-24,1,anaconda,522620553627
1092,2018-09-21,14,anaconda,854998127946
1093,2019-05-30,19,conda-forge,574087974544
1094,2018-06-20,19,pyviz,22845
1095,2017-09-25,7,conda-forge,57914868
1096,2018-04-17,11,bioconda,4463052
1097,2018-09-11,14,conda-forge,300003532
1098,2018-03-21,8,anaconda,392671690129
1099,2018-11-01,6,conda-forge,284926842
1100,2018-04-18,11,bioconda,5158653
1101,2017-07-27,5,anaconda,256635541196
1102,2018-10-20,8,anaconda,490584487663
1103,2019-01-20,23,conda-forge,91905616908
1104,2017-05-26,14,bioconda,1560019
1105,2018-10-22,5,anaconda,575214978016
1106,2018-10-22,6,pyviz,75332
1107,2017-10-15,16,bioconda,698543
1108,2019-06-06,3,bioconda,7979993735
1109,2016-12-06,15,anaconda,174239295279
1110,2018-04-16,13,bioconda,7186211
1111,2018-07-19,9,conda-forge,216703043
1112,2019-03-05,0,conda-forge,321792702779
1113,2017-01-06,21,anaconda,180767168451
1114,2017-12-17,14,anaconda,271714822940
1115,2018-06-24,23,bioconda,2996404
1116,2019-02-17,16,anaconda,819853900568
1117,2019-04-04,23,pyviz,159827
1118,2018-03-02,20,bioconda,7095706
1119,2017-09-07,7,conda-forge,81798583
1120,2017-08-10,18,conda-forge,107643023
1121,2019-03-24,1,pyviz,22891
1122,2018-01-09,15,conda-forge,129661221
1123,2018-12-16,17,pyviz,28462
1124,2018-01-21,1,anaconda,240882218040
1125,2018-12-30,15,bioconda,2363806
1126,2018-10-11,17,bioconda,7019673
1127,2017-10-21,9,bioconda,2458188
1128,2018-03-26,1,anaconda,228880223536
1129,2019-02-08,8,pyviz,227372
1130,2017-03-25,18,anaconda,136053307722
1131,2018-01-26,3,bioconda,3647798
1132,2017-11-21,15,conda-forge,264688269
1133,2018-11-03,16,conda-forge,312946842
1134,2019-06-29,4,bioconda,1966223127
1135,2019-03-02,18,bioconda,1509384
1136,2017-12-21,16,conda-forge,155630030
1137,2018-09-26,3,anaconda,762746810351
1138,2018-04-21,0,anaconda,381478975931
1139,2019-05-06,7,anaconda,1199097887012
1140,2019-03-17,7,anaconda,1033195646033
1141,2017-08-13,14,anaconda,142840630804
1142,2018-07-22,17,conda-forge,73226874
1143,2017-08-02,1,anaconda,315885459386
1144,2017-07-28,10,bioconda,7055959
1145,2018-10-03,15,bioconda,9420999
1146,2017-04-07,22,anaconda,198838870420
1147,2018-12-14,7,conda-forge,179766921254
1148,2017-05-03,3,anaconda,165701069719
1149,2016-12-22,7,anaconda,77385744252
1150,2017-10-31,0,anaconda,353065044388
1151,2017-01-25,3,anaconda,125844722387
1152,2018-12-16,8,anaconda,547106761103
1153,2018-01-04,9,conda-forge,79485610
1154,2017-11-14,5,conda-forge,68618531
1155,2017-06-21,18,anaconda,324733534657
1156,2019-03-22,4,bioconda,5105196
1157,2017-10-28,9,anaconda,204117703930
1158,2019-06-25,20,conda-forge,308718942985
1159,2016-11-10,21,anaconda,175565184724
1160,2016-11-14,17,anaconda,209193416528
1161,2016-11-08,15,anaconda,223255657727
1162,2016-11-15,1,anaconda,133478099573
1163,2018-12-17,17,bioconda,21454840
1164,2017-07-07,2,anaconda,392477346929
1165,2017-03-06,0,anaconda,128286510643
1166,2017-08-13,13,conda-forge,28335691
1167,2019-04-18,15,pyviz,120985
1168,2018-09-30,15,anaconda,476621437883
1169,2019-01-25,15,anaconda,1160267034901
1170,2018-12-16,12,anaconda,691109141622
1171,2019-06-03,1,conda-forge,117475089078
1172,2019-06-10,0,conda-forge,113167036655
1173,2017-09-26,6,bioconda,1156782
1174,2017-11-15,11,anaconda,404245914415
1175,2018-05-30,11,pyviz,14182
1176,2017-09-24,7,conda-forge,34252116
1177,2018-03-24,5,bioconda,436358
1178,2018-11-19,0,bioconda,82986275
1179,2017-05-08,3,anaconda,138756076616
1180,2018-01-21,15,conda-forge,57479031
1181,2017-09-30,12,conda-forge,33301490
1182,2018-12-11,20,conda-forge,271461733253
1183,2018-09-03,2,pyviz,13751
1184,2017-09-25,9,anaconda,353677418812
1185,2019-08-24,11,conda-forge,104363114872
1186,2017-10-19,11,anaconda,353198332493
1187,2017-09-21,9,bioconda,3066627
1188,2019-06-21,20,pyviz,254265
1189,2018-04-15,0,anaconda,191293374935
1190,2017-07-30,6,anaconda,126595558114
1191,2018-05-26,1,anaconda,349306270618
1192,2016-12-02,0,anaconda,109637461120
1193,2017-09-22,19,conda-forge,126114204
1194,2018-02-01,23,conda-forge,263698633
1195,2019-01-30,0,bioconda,87356732
1196,2018-05-18,20,bioconda,15479979
1197,2018-07-04,10,conda-forge,150113308
1198,2019-04-20,12,conda-forge,80812428599
1199,2017-12-26,3,bioconda,1427313
1200,2019-04-18,8,bioconda,25513207
